Proteins,Shigella,Salmonella,Entry name,Status,Protein names,Length
P20042,1,1,IF2B_HUMAN,reviewed,Eukaryotic translation initiation factor 2 subunit 2 (Eukaryotic translation initiation factor 2 subunit beta) (eIF-2-beta),333
P20073,0,1,ANXA7_HUMAN,reviewed,Annexin A7 (Annexin VII) (Annexin-7) (Synexin),488
P20226,1,0,TBP_HUMAN,reviewed,TATA-box-binding protein (TATA sequence-binding protein) (TATA-binding factor) (TATA-box factor) (Transcription initiation factor TFIID TBP subunit),339
P20290,1,1,BTF3_HUMAN,reviewed,Transcription factor BTF3 (Nascent polypeptide-associated complex subunit beta) (NAC-beta) (RNA polymerase B transcription factor 3),206
P20337,1,0,RAB3B_HUMAN,reviewed,Ras-related protein Rab-3B,219
P20393,1,0,NR1D1_HUMAN,reviewed,Nuclear receptor subfamily 1 group D member 1 (Rev-erbA-alpha) (V-erbA-related protein 1) (EAR-1),614
P20618,1,1,PSB1_HUMAN,reviewed,Proteasome subunit beta type-1 (EC 3.4.25.1) (Macropain subunit C5) (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5) (Proteasome gamma chain),241
P20700,1,1,LMNB1_HUMAN,reviewed,Lamin-B1,586
P20809,0,1,IL11_HUMAN,reviewed,Interleukin-11 (IL-11) (Adipogenesis inhibitory factor) (AGIF) (Oprelvekin),199
P20810,1,1,ICAL_HUMAN,reviewed,Calpastatin (Calpain inhibitor) (Sperm BS-17 component),708
P20962,0,1,PTMS_HUMAN,reviewed,Parathymosin,102
P21127,0,1,CD11B_HUMAN,reviewed,Cyclin-dependent kinase 11B (EC 2.7.11.22) (Cell division cycle 2-like protein kinase 1) (CLK-1) (Cell division protein kinase 11B) (Galactosyltransferase-associated protein kinase p58/GTA) (PITSLRE serine/threonine-protein kinase CDC2L1) (p58 CLK-1),795
P21266,0,1,GSTM3_HUMAN,reviewed,Glutathione S-transferase Mu 3 (EC 2.5.1.18) (GST class-mu 3) (GSTM3-3) (hGSTM3-3),225
P21291,1,0,CSRP1_HUMAN,reviewed,Cysteine and glycine-rich protein 1 (Cysteine-rich protein 1) (CRP) (CRP1) (Epididymis luminal protein 141) (HEL-141),193
P21333,1,1,FLNA_HUMAN,reviewed,Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin),2647
P21359,0,1,NF1_HUMAN,reviewed,Neurofibromin (Neurofibromatosis-related protein NF-1) [Cleaved into: Neurofibromin truncated],2839
P21399,1,0,ACOC_HUMAN,reviewed,Cytoplasmic aconitate hydratase (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase) (Ferritin repressor protein) (Iron regulatory protein 1) (IRP1) (Iron-responsive element-binding protein 1) (IRE-BP 1),889
P21583,1,0,SCF_HUMAN,reviewed,Kit ligand (Mast cell growth factor) (MGF) (Stem cell factor) (SCF) (c-Kit ligand) [Cleaved into: Soluble KIT ligand (sKITLG)],273
P21731,1,0,TA2R_HUMAN,reviewed,Thromboxane A2 receptor (TXA2-R) (Prostanoid TP receptor),343
P21796,1,1,VDAC1_HUMAN,reviewed,Voltage-dependent anion-selective channel protein 1 (VDAC-1) (hVDAC1) (Outer mitochondrial membrane protein porin 1) (Plasmalemmal porin) (Porin 31HL) (Porin 31HM),283
P21964,1,0,COMT_HUMAN,reviewed,Catechol O-methyltransferase (EC 2.1.1.6),271
P22059,1,1,OSBP1_HUMAN,reviewed,Oxysterol-binding protein 1,807
P22087,1,0,FBRL_HUMAN,reviewed,rRNA 2'-O-methyltransferase fibrillarin (EC 2.1.1.-) (34 kDa nucleolar scleroderma antigen) (Histone-glutamine methyltransferase) (U6 snRNA 2'-O-methyltransferase fibrillarin),321
P22102,1,0,PUR2_HUMAN,reviewed,Trifunctional purine biosynthetic protein adenosine-3 [Includes: Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (Glycinamide ribonucleotide synthetase) (GARS) (Phosphoribosylglycinamide synthetase); Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase); Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)],1010
P22223,1,0,CADH3_HUMAN,reviewed,Cadherin-3 (Placental cadherin) (P-cadherin),829
P22234,1,1,PUR6_HUMAN,reviewed,Multifunctional protein ADE2 [Includes: Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase); Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21) (AIR carboxylase) (AIRC)],425
P22307,1,0,NLTP_HUMAN,reviewed,Non-specific lipid-transfer protein (NSL-TP) (EC 2.3.1.176) (Propanoyl-CoA C-acyltransferase) (SCP-chi) (SCPX) (Sterol carrier protein 2) (SCP-2) (Sterol carrier protein X) (SCP-X),547
P22314,1,1,UBA1_HUMAN,reviewed,Ubiquitin-like modifier-activating enzyme 1 (EC 6.2.1.45) (Protein A1S9) (Ubiquitin-activating enzyme E1),1058
P22392,1,0,NDKB_HUMAN,reviewed,Nucleoside diphosphate kinase B (NDK B) (NDP kinase B) (EC 2.7.4.6) (C-myc purine-binding transcription factor PUF) (Histidine protein kinase NDKB) (EC 2.7.13.3) (nm23-H2),152
P22626,1,0,ROA2_HUMAN,reviewed,Heterogeneous nuclear ribonucleoproteins A2/B1 (hnRNP A2/B1),353
P22695,1,1,QCR2_HUMAN,reviewed,Cytochrome b-c1 complex subunit 2, mitochondrial (Complex III subunit 2) (Core protein II) (Ubiquinol-cytochrome-c reductase complex core protein 2),453
P23193,1,1,TCEA1_HUMAN,reviewed,Transcription elongation factor A protein 1 (Transcription elongation factor S-II protein 1) (Transcription elongation factor TFIIS.o),301
P23246,1,1,SFPQ_HUMAN,reviewed,Splicing factor, proline- and glutamine-rich (100 kDa DNA-pairing protein) (hPOMp100) (DNA-binding p52/p100 complex, 100 kDa subunit) (Polypyrimidine tract-binding protein-associated-splicing factor) (PSF) (PTB-associated-splicing factor),707
P23258,1,0,TBG1_HUMAN,reviewed,Tubulin gamma-1 chain (Gamma-1-tubulin) (Gamma-tubulin complex component 1) (GCP-1),451
P23381,1,1,SYWC_HUMAN,reviewed,Tryptophan--tRNA ligase, cytoplasmic (EC 6.1.1.2) (Interferon-induced protein 53) (IFP53) (Tryptophanyl-tRNA synthetase) (TrpRS) (hWRS) [Cleaved into: T1-TrpRS; T2-TrpRS],471
P23396,1,1,RS3_HUMAN,reviewed,40S ribosomal protein S3 (EC 4.2.99.18) (Small ribosomal subunit protein uS3),243
P23497,1,0,SP100_HUMAN,reviewed,Nuclear autoantigen Sp-100 (Nuclear dot-associated Sp100 protein) (Speckled 100 kDa),879
P23508,0,1,CRCM_HUMAN,reviewed,Colorectal mutant cancer protein (Protein MCC),829
P23526,1,1,SAHH_HUMAN,reviewed,Adenosylhomocysteinase (AdoHcyase) (EC 3.3.1.1) (S-adenosyl-L-homocysteine hydrolase),432
P23527,1,0,H2B1O_HUMAN,reviewed,Histone H2B type 1-O (H2B-clustered histone 17) (Histone H2B.2) (Histone H2B.n) (H2B/n),126
P23528,1,1,COF1_HUMAN,reviewed,Cofilin-1 (18 kDa phosphoprotein) (p18) (Cofilin, non-muscle isoform),166
P23588,1,1,IF4B_HUMAN,reviewed,Eukaryotic translation initiation factor 4B (eIF-4B),611
P23634,1,1,AT2B4_HUMAN,reviewed,Plasma membrane calcium-transporting ATPase 4 (PMCA4) (EC 7.2.2.10) (Matrix-remodeling-associated protein 1) (Plasma membrane calcium ATPase isoform 4) (Plasma membrane calcium pump isoform 4),1241
P23921,1,1,RIR1_HUMAN,reviewed,Ribonucleoside-diphosphate reductase large subunit (EC 1.17.4.1) (Ribonucleoside-diphosphate reductase subunit M1) (Ribonucleotide reductase large subunit),792
P24385,1,1,CCND1_HUMAN,reviewed,G1/S-specific cyclin-D1 (B-cell lymphoma 1 protein) (BCL-1) (BCL-1 oncogene) (PRAD1 oncogene),295
P24534,1,1,EF1B_HUMAN,reviewed,Elongation factor 1-beta (EF-1-beta),225
P24844,1,1,MYL9_HUMAN,reviewed,Myosin regulatory light polypeptide 9 (20 kDa myosin light chain) (LC20) (MLC-2C) (Myosin RLC) (Myosin regulatory light chain 2, smooth muscle isoform) (Myosin regulatory light chain 9) (Myosin regulatory light chain MRLC1),172
P24928,1,1,RPB1_HUMAN,reviewed,DNA-directed RNA polymerase II subunit RPB1 (RNA polymerase II subunit B1) (EC 2.7.7.6) (DNA-directed RNA polymerase II subunit A) (DNA-directed RNA polymerase III largest subunit) (RNA-directed RNA polymerase II subunit RPB1) (EC 2.7.7.48),1970
P24941,1,0,CDK2_HUMAN,reviewed,Cyclin-dependent kinase 2 (EC 2.7.11.22) (Cell division protein kinase 2) (p33 protein kinase),298
P25116,1,0,PAR1_HUMAN,reviewed,Proteinase-activated receptor 1 (PAR-1) (Coagulation factor II receptor) (Thrombin receptor),425
P25205,1,1,MCM3_HUMAN,reviewed,DNA replication licensing factor MCM3 (EC 3.6.4.12) (DNA polymerase alpha holoenzyme-associated protein P1) (P1-MCM3) (RLF subunit beta) (p102),808
P25398,1,0,RS12_HUMAN,reviewed,40S ribosomal protein S12 (Small ribosomal subunit protein eS12),132
P25440,0,1,BRD2_HUMAN,reviewed,Bromodomain-containing protein 2 (O27.1.1) (Really interesting new gene 3 protein),801
P25490,1,1,TYY1_HUMAN,reviewed,Transcriptional repressor protein YY1 (Delta transcription factor) (INO80 complex subunit S) (NF-E1) (Yin and yang 1) (YY-1),414
P25685,1,1,DNJB1_HUMAN,reviewed,DnaJ homolog subfamily B member 1 (DnaJ protein homolog 1) (Heat shock 40 kDa protein 1) (HSP40) (Heat shock protein 40) (Human DnaJ protein 1) (hDj-1),340
P25686,1,1,DNJB2_HUMAN,reviewed,DnaJ homolog subfamily B member 2 (Heat shock 40 kDa protein 3) (Heat shock protein J1) (HSJ-1),324
P25705,1,0,ATPA_HUMAN,reviewed,ATP synthase subunit alpha, mitochondrial (ATP synthase F1 subunit alpha),553
P25786,1,1,PSA1_HUMAN,reviewed,Proteasome subunit alpha type-1 (30 kDa prosomal protein) (PROS-30) (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain),263
P25787,1,1,PSA2_HUMAN,reviewed,Proteasome subunit alpha type-2 (Macropain subunit C3) (Multicatalytic endopeptidase complex subunit C3) (Proteasome component C3),234
P25788,1,1,PSA3_HUMAN,reviewed,Proteasome subunit alpha type-3 (Macropain subunit C8) (Multicatalytic endopeptidase complex subunit C8) (Proteasome component C8),255
P25788-2,1,0,PSA3_HUMAN,reviewed,Proteasome subunit alpha type-3 (Macropain subunit C8) (Multicatalytic endopeptidase complex subunit C8) (Proteasome component C8),
P25789,1,1,PSA4_HUMAN,reviewed,Proteasome subunit alpha type-4 (Macropain subunit C9) (Multicatalytic endopeptidase complex subunit C9) (Proteasome component C9) (Proteasome subunit L),261
P26006,1,0,ITA3_HUMAN,reviewed,Integrin alpha-3 (CD49 antigen-like family member C) (FRP-2) (Galactoprotein B3) (GAPB3) (VLA-3 subunit alpha) (CD antigen CD49c) [Cleaved into: Integrin alpha-3 heavy chain; Integrin alpha-3 light chain],1051
P26038,1,1,MOES_HUMAN,reviewed,Moesin (Membrane-organizing extension spike protein),577
P26232,1,0,CTNA2_HUMAN,reviewed,Catenin alpha-2 (Alpha N-catenin) (Alpha-catenin-related protein),953
P26358,1,1,DNMT1_HUMAN,reviewed,DNA (cytosine-5)-methyltransferase 1 (Dnmt1) (EC 2.1.1.37) (CXXC-type zinc finger protein 9) (DNA methyltransferase HsaI) (DNA MTase HsaI) (M.HsaI) (MCMT),1616
P26368,1,1,U2AF2_HUMAN,reviewed,Splicing factor U2AF 65 kDa subunit (U2 auxiliary factor 65 kDa subunit) (hU2AF(65)) (hU2AF65) (U2 snRNP auxiliary factor large subunit),475
P26373,1,1,RL13_HUMAN,reviewed,60S ribosomal protein L13 (Breast basic conserved protein 1) (Large ribosomal subunit protein eL13),211
P26447,1,1,S10A4_HUMAN,reviewed,Protein S100-A4 (Calvasculin) (Metastasin) (Placental calcium-binding protein) (Protein Mts1) (S100 calcium-binding protein A4),101
P26583,1,0,HMGB2_HUMAN,reviewed,High mobility group protein B2 (High mobility group protein 2) (HMG-2),209
P26599,1,0,PTBP1_HUMAN,reviewed,Polypyrimidine tract-binding protein 1 (PTB) (57 kDa RNA-binding protein PPTB-1) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I),531
P26639,0,1,SYTC_HUMAN,reviewed,Threonine--tRNA ligase 1, cytoplasmic (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase 1),723
P26641,1,1,EF1G_HUMAN,reviewed,Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma),437
P27037,1,0,AVR2A_HUMAN,reviewed,Activin receptor type-2A (EC 2.7.11.30) (Activin receptor type IIA) (ACTR-IIA) (ACTRIIA),513
P27105,0,1,STOM_HUMAN,reviewed,Stomatin (Erythrocyte band 7 integral membrane protein) (Erythrocyte membrane protein band 7.2) (Protein 7.2b),288
P27348,1,1,1433T_HUMAN,reviewed,14-3-3 protein theta (14-3-3 protein T-cell) (14-3-3 protein tau) (Protein HS1),245
P27361,1,1,MK03_HUMAN,reviewed,Mitogen-activated protein kinase 3 (MAP kinase 3) (MAPK 3) (EC 2.7.11.24) (ERT2) (Extracellular signal-regulated kinase 1) (ERK-1) (Insulin-stimulated MAP2 kinase) (MAP kinase isoform p44) (p44-MAPK) (Microtubule-associated protein 2 kinase) (p44-ERK1),379
P27448,1,0,MARK3_HUMAN,reviewed,MAP/microtubule affinity-regulating kinase 3 (EC 2.7.11.1) (C-TAK1) (cTAK1) (Cdc25C-associated protein kinase 1) (ELKL motif kinase 2) (EMK-2) (Protein kinase STK10) (Ser/Thr protein kinase PAR-1) (Par-1a) (Serine/threonine-protein kinase p78),753
P27540,1,1,ARNT_HUMAN,reviewed,Aryl hydrocarbon receptor nuclear translocator (ARNT protein) (Class E basic helix-loop-helix protein 2) (bHLHe2) (Dioxin receptor, nuclear translocator) (Hypoxia-inducible factor 1-beta) (HIF-1-beta) (HIF1-beta),789
P27635,1,1,RL10_HUMAN,reviewed,60S ribosomal protein L10 (Laminin receptor homolog) (Large ribosomal subunit protein uL16) (Protein QM) (Ribosomal protein L10) (Tumor suppressor QM),214
P27694,1,0,RFA1_HUMAN,reviewed,Replication protein A 70 kDa DNA-binding subunit (RP-A p70) (Replication factor A protein 1) (RF-A protein 1) (Single-stranded DNA-binding protein) [Cleaved into: Replication protein A 70 kDa DNA-binding subunit, N-terminally processed],616
P27695,1,0,APEX1_HUMAN,reviewed,DNA-(apurinic or apyrimidinic site) endonuclease (EC 3.1.-.-) (APEX nuclease) (APEN) (Apurinic-apyrimidinic endonuclease 1) (AP endonuclease 1) (APE-1) (REF-1) (Redox factor-1) [Cleaved into: DNA-(apurinic or apyrimidinic site) endonuclease, mitochondrial],318
P27708,1,1,PYR1_HUMAN,reviewed,CAD protein [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)],2225
P27797,1,0,CALR_HUMAN,reviewed,Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP) (grp60),417
P27816,1,1,MAP4_HUMAN,reviewed,Microtubule-associated protein 4 (MAP-4),1152
P27824,1,1,CALX_HUMAN,reviewed,Calnexin (IP90) (Major histocompatibility complex class I antigen-binding protein p88) (p90),592
P28066,1,1,PSA5_HUMAN,reviewed,Proteasome subunit alpha type-5 (Macropain zeta chain) (Multicatalytic endopeptidase complex zeta chain) (Proteasome zeta chain),241
P28070,1,1,PSB4_HUMAN,reviewed,Proteasome subunit beta type-4 (EC 3.4.25.1) (26 kDa prosomal protein) (HsBPROS26) (PROS-26) (Macropain beta chain) (Multicatalytic endopeptidase complex beta chain) (Proteasome beta chain) (Proteasome chain 3) (HsN3),264
P28074,1,1,PSB5_HUMAN,reviewed,Proteasome subunit beta type-5 (EC 3.4.25.1) (Macropain epsilon chain) (Multicatalytic endopeptidase complex epsilon chain) (Proteasome chain 6) (Proteasome epsilon chain) (Proteasome subunit MB1) (Proteasome subunit X),263
P28288,0,1,ABCD3_HUMAN,reviewed,ATP-binding cassette sub-family D member 3 (70 kDa peroxisomal membrane protein) (PMP70),659
P28290,1,1,ITPI2_HUMAN,reviewed,Protein ITPRID2 (Cleavage signal-1 protein) (CS-1) (ITPR-interacting domain-containing protein 2) (Ki-ras-induced actin-interacting protein) (Sperm-specific antigen 2),1259
P28340,1,0,DPOD1_HUMAN,reviewed,DNA polymerase delta catalytic subunit (EC 2.7.7.7) (3'-5' exodeoxyribonuclease) (EC 3.1.11.-) (DNA polymerase subunit delta p125),1107
P28482,1,1,MK01_HUMAN,reviewed,Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2),360
P28562,0,1,DUS1_HUMAN,reviewed,Dual specificity protein phosphatase 1 (EC 3.1.3.16) (EC 3.1.3.48) (Dual specificity protein phosphatase hVH1) (Mitogen-activated protein kinase phosphatase 1) (MAP kinase phosphatase 1) (MKP-1) (Protein-tyrosine phosphatase CL100),367
P28715,1,1,ERCC5_HUMAN,reviewed,DNA repair protein complementing XP-G cells (EC 3.1.-.-) (DNA excision repair protein ERCC-5) (Xeroderma pigmentosum group G-complementing protein),1186
P29084,0,1,T2EB_HUMAN,reviewed,Transcription initiation factor IIE subunit beta (TFIIE-beta) (General transcription factor IIE subunit 2),291
P29317,1,0,EPHA2_HUMAN,reviewed,Ephrin type-A receptor 2 (EC 2.7.10.1) (Epithelial cell kinase) (Tyrosine-protein kinase receptor ECK),976
P29353,0,1,SHC1_HUMAN,reviewed,SHC-transforming protein 1 (SHC-transforming protein 3) (SHC-transforming protein A) (Src homology 2 domain-containing-transforming protein C1) (SH2 domain protein C1),583
P29373,0,1,RABP2_HUMAN,reviewed,Cellular retinoic acid-binding protein 2 (Cellular retinoic acid-binding protein II) (CRABP-II),138
P29401,1,1,TKT_HUMAN,reviewed,Transketolase (TK) (EC 2.2.1.1),623
P29590,1,1,PML_HUMAN,reviewed,Protein PML (Promyelocytic leukemia protein) (RING finger protein 71) (Tripartite motif-containing protein 19),882
P29692,1,1,EF1D_HUMAN,reviewed,Elongation factor 1-delta (EF-1-delta) (Antigen NY-CO-4),281
P29803,1,0,ODPAT_HUMAN,reviewed,Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial (EC 1.2.4.1) (PDHE1-A type II),388
P29966,1,1,MARCS_HUMAN,reviewed,Myristoylated alanine-rich C-kinase substrate (MARCKS) (Protein kinase C substrate, 80 kDa protein, light chain) (80K-L protein) (PKCSL),332
P29992,1,1,GNA11_HUMAN,reviewed,Guanine nucleotide-binding protein subunit alpha-11 (G alpha-11) (G-protein subunit alpha-11) (Guanine nucleotide-binding protein G(y) subunit alpha),359
P30041,1,1,PRDX6_HUMAN,reviewed,Peroxiredoxin-6 (EC 1.11.1.27) (1-Cys peroxiredoxin) (1-Cys PRX) (24 kDa protein) (Acidic calcium-independent phospholipase A2) (aiPLA2) (EC 3.1.1.4) (Antioxidant protein 2) (Glutathione-dependent peroxiredoxin) (Liver 2D page spot 40) (Non-selenium glutathione peroxidase) (NSGPx) (Red blood cells page spot 12),224
P30044,1,1,PRDX5_HUMAN,reviewed,Peroxiredoxin-5, mitochondrial (EC 1.11.1.24) (Alu corepressor 1) (Antioxidant enzyme B166) (AOEB166) (Liver tissue 2D-page spot 71B) (PLP) (Peroxiredoxin V) (Prx-V) (Peroxisomal antioxidant enzyme) (TPx type VI) (Thioredoxin peroxidase PMP20) (Thioredoxin-dependent peroxiredoxin 5),214
P30044-2,1,0,PRDX5_HUMAN,reviewed,Peroxiredoxin-5, mitochondrial (EC 1.11.1.24) (Alu corepressor 1) (Antioxidant enzyme B166) (AOEB166) (Liver tissue 2D-page spot 71B) (PLP) (Peroxiredoxin V) (Prx-V) (Peroxisomal antioxidant enzyme) (TPx type VI) (Thioredoxin peroxidase PMP20) (Thioredoxin-dependent peroxiredoxin 5),
P30050,1,1,RL12_HUMAN,reviewed,60S ribosomal protein L12 (Large ribosomal subunit protein uL11),165
P30085,1,0,KCY_HUMAN,reviewed,UMP-CMP kinase (EC 2.7.4.14) (Deoxycytidylate kinase) (CK) (dCMP kinase) (Nucleoside-diphosphate kinase) (EC 2.7.4.6) (Uridine monophosphate/cytidine monophosphate kinase) (UMP/CMP kinase) (UMP/CMPK),196
P30086,1,1,PEBP1_HUMAN,reviewed,Phosphatidylethanolamine-binding protein 1 (PEBP-1) (HCNPpp) (Neuropolypeptide h3) (Prostatic-binding protein) (Raf kinase inhibitor protein) (RKIP) [Cleaved into: Hippocampal cholinergic neurostimulating peptide (HCNP)],187
P30153,1,1,2AAA_HUMAN,reviewed,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (Medium tumor antigen-associated 61 kDa protein) (PP2A subunit A isoform PR65-alpha) (PP2A subunit A isoform R1-alpha),589
P30291,0,1,WEE1_HUMAN,reviewed,Wee1-like protein kinase (WEE1hu) (EC 2.7.10.2) (Wee1A kinase),646
P30419,1,1,NMT1_HUMAN,reviewed,Glycylpeptide N-tetradecanoyltransferase 1 (EC 2.3.1.97) (Myristoyl-CoA:protein N-myristoyltransferase 1) (NMT 1) (Type I N-myristoyltransferase) (Peptide N-myristoyltransferase 1),496
P30519,1,0,HMOX2_HUMAN,reviewed,Heme oxygenase 2 (HO-2) (EC 1.14.14.18),316
P30566,0,1,PUR8_HUMAN,reviewed,Adenylosuccinate lyase (ADSL) (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase),484
P30622,0,1,CLIP1_HUMAN,reviewed,CAP-Gly domain-containing linker protein 1 (Cytoplasmic linker protein 1) (Cytoplasmic linker protein 170 alpha-2) (CLIP-170) (Reed-Sternberg intermediate filament-associated protein) (Restin),1438
P30626,1,0,SORCN_HUMAN,reviewed,Sorcin (22 kDa protein) (CP-22) (CP22) (V19),198
P30825,1,0,SL7A1_HUMAN,reviewed,High affinity cationic amino acid transporter 1 (CAT-1) (CAT1) (Ecotropic retroviral leukemia receptor homolog) (Ecotropic retrovirus receptor homolog) (Solute carrier family 7 member 1) (System Y+ basic amino acid transporter),629
P31150,1,0,GDIA_HUMAN,reviewed,Rab GDP dissociation inhibitor alpha (Rab GDI alpha) (Guanosine diphosphate dissociation inhibitor 1) (GDI-1) (Oligophrenin-2) (Protein XAP-4),447
P31153,1,1,METK2_HUMAN,reviewed,S-adenosylmethionine synthase isoform type-2 (AdoMet synthase 2) (EC 2.5.1.6) (Methionine adenosyltransferase 2) (MAT 2) (Methionine adenosyltransferase II) (MAT-II),395
P31350,1,1,RIR2_HUMAN,reviewed,Ribonucleoside-diphosphate reductase subunit M2 (EC 1.17.4.1) (Ribonucleotide reductase small chain) (Ribonucleotide reductase small subunit),389
P31431,1,0,SDC4_HUMAN,reviewed,Syndecan-4 (SYND4) (Amphiglycan) (Ryudocan core protein),198
P31629,1,0,ZEP2_HUMAN,reviewed,Transcription factor HIVEP2 (Human immunodeficiency virus type I enhancer-binding protein 2) (HIV-EP2) (MHC-binding protein 2) (MBP-2),2446
P31689,1,1,DNJA1_HUMAN,reviewed,DnaJ homolog subfamily A member 1 (DnaJ protein homolog 2) (HSDJ) (Heat shock 40 kDa protein 4) (Heat shock protein J2) (HSJ-2) (Human DnaJ protein 2) (hDj-2),397
P31939,1,0,PUR9_HUMAN,reviewed,Bifunctional purine biosynthesis protein ATIC (AICAR transformylase/inosine monophosphate cyclohydrolase) (ATIC) [Cleaved into: Bifunctional purine biosynthesis protein ATIC, N-terminally processed] [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase) (AICAR formyltransferase) (AICAR transformylase); Inosine 5'-monophosphate cyclohydrolase (IMP cyclohydrolase) (EC 3.5.4.10) (IMP synthase) (Inosinicase)],592
